episode,rewards,avg_acc_waiting_time,max_acc_waiting_time,epsilon
1,-2342.0841487279845,2791.077,8402.0,1.0
2,-2253.4394250513346,2506.5,7937.0,0.99
3,-2347.425396825397,3464.107,9481.0,0.98
4,-2213.603260869565,2817.389,9034.0,0.97
5,-2518.7503900156007,3721.469,9531.0,0.96
6,-2366.5814332247555,3438.979,9461.0,0.95
